APP_NAME,funsafe_math_optimizations,fno_guess_branch_probability,fno_ivopts,fno_tree_loop_optimize,fno_inline_functions,funroll_all_loops,o2,execution_time_1,execution_time_2,execution_time_3,execution_time_4,execution_time_5,code_size
telecom_CRC32,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,233.51,5387.29,543.762,605.448,604.563,456858
telecom_CRC32,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,X,139.638,5663.78,390.055,726.074,748.708,456858
telecom_CRC32,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,213.338,5566.22,409.434,644.226,731.344,456858
telecom_CRC32,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,217.804,5427.08,911.855,747.742,747.386,456858
telecom_CRC32,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,142.893,5474.48,432.872,748.027,748.077,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,X,X,X,X,137.705,5288.25,338.745,629.618,647.481,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,X,X,X,-O2,142.12,5351.32,344.014,642.242,633.85,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,X,136.617,5536.28,378.092,731.344,724.915,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,-O2,144.297,6054.56,515.533,841.319,762.543,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,X,106.934,5359.8,426.727,696.584,636.668,456906
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,-O2,203.206,5394.47,386.21,733.175,593.699,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,144.633,5540.08,420.644,673.828,717.051,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,155.182,5833.72,515.147,738.861,745.616,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,122.294,5258.42,418.223,733.673,720.683,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,141.256,5282.16,493.062,734.782,822.021,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,215.546,5336.88,504.628,683.462,659.2,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,108.368,5385.5,394.318,690.033,747.803,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,X,84.0149,5371.37,367.716,594.36,634.42,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,231.008,5325,435.13,593.496,642.619,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,215.912,5411.8,633.718,747.457,680.094,456858
telecom_CRC32,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,185.242,5740.66,427.511,747.813,747.762,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,X,X,X,X,247.213,6118.83,530.996,772.949,771.973,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,X,X,X,-O2,140.818,5578.57,502.563,1065.89,747.742,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,X,X,-funroll-all-loops,X,98.0937,5729.4,344.299,596.578,595.886,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,X,X,-funroll-all-loops,-O2,108.948,5421.28,701.935,963.216,598.806,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,X,X,131.948,5517.57,333.171,591.298,730.316,456906
telecom_CRC32,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,X,-O2,213.765,5380.66,422.709,729.167,730.947,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,-funroll-all-loops,X,137.787,6272.91,430.583,669.963,741.384,456890
telecom_CRC32,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,-funroll-all-loops,-O2,217.244,5450.74,430.094,742.818,741.048,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,X,X,182.566,5501.71,362.396,625.01,748.973,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,X,-O2,141.907,5462.27,485.86,633.352,723.033,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,-funroll-all-loops,X,212.402,5677.3,411.397,640.015,737.356,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,179.596,5414.38,510.813,712.758,741.028,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,X,X,182.587,5331.85,377.625,730.306,643.25,456906
telecom_CRC32,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,84.2692,5397.84,343.231,708.618,611.043,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,100.149,5549.89,348.206,728.485,600.098,456858
telecom_CRC32,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,85.0118,5346.89,512.095,1224.11,881.042,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,X,X,X,X,227.061,5578.82,447.917,770.325,785.767,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,X,X,X,-O2,184.814,5411.99,504.038,715.597,707.947,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,X,X,-funroll-all-loops,X,182.526,5387.02,423.594,736.328,672.343,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,X,X,-funroll-all-loops,-O2,182.129,5441.19,510.966,741.852,739.115,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,X,X,83.8114,5347.74,394.948,592.865,710.012,456906
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,X,-O2,140.971,5407.3,385.406,718.455,589.864,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,214.752,5341.18,582.947,736.125,740.479,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,217.377,5939.81,428.274,740.163,713.074,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,88.5213,5780.08,399.119,771.454,771.891,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,134.969,5269.8,450.968,740.367,730.855,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,213.765,5244.49,385.997,596.395,656.881,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,85.2559,5439.92,348.409,600.545,740.814,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,X,139.445,5320.48,577.037,729.879,731.415,456906
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,175.283,6408.35,423.798,639.709,729.543,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,108.287,5274.12,348.948,729.94,653.839,456858
telecom_CRC32,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,105.581,5280.21,382.996,660.217,600.911,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,X,X,139.699,5888.35,399.801,636.505,720.652,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,X,-O2,135.752,5250.25,370.402,734.833,593.241,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,-funroll-all-loops,X,83.8521,5283.23,419.617,651.418,641.154,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,-funroll-all-loops,-O2,83.0282,5325.23,350.423,666.056,729.96,456906
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,X,X,151.805,5434.54,504.303,733.561,746.775,456906
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,X,-O2,180.074,5223.48,505.707,732.503,692.088,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,-funroll-all-loops,X,144.582,5889.79,419.932,730.306,761.403,456906
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,-funroll-all-loops,-O2,141.53,5757.09,706.38,763.041,710.856,456906
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,X,X,209.574,5437.5,606.384,637.156,718.77,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,X,-O2,212.921,5675.54,425.212,732.788,746.847,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,-funroll-all-loops,X,184.194,5208.93,410.807,650.035,686.961,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,108.164,5326.89,350.932,630.9,740.774,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,X,135.752,5277.69,399.414,728.689,733.459,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,141.51,5351.3,344.533,684.743,733.795,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,93.75,5321.7,350.972,604.024,604.848,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,85.5916,5448.23,434.418,747.742,761.19,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,X,X,181.203,5599.62,417.959,660.746,1048,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,X,-O2,188.538,5885.11,506.551,653.493,594.767,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,X,140.94,5480.67,425.212,646.576,661.662,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,-O2,190.226,5786.3,433.675,745.341,764.262,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,X,118.52,5295.74,424.693,647.085,594.177,456906
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,-O2,84.0149,5674.62,344.635,594.167,734.161,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,181.681,6019.23,463.308,760.895,748.271,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,140.544,5378.55,429.128,605.804,1081.36,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,210.775,5835.35,496.877,721.354,622.304,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,84.4116,5220.36,474.579,1103.74,733.114,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,83.3842,5627.91,344.34,642.039,651.388,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,111.013,5414.16,392.71,605.377,672.862,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,X,107.208,5848.96,424.856,643.412,728.943,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,135.854,5539.34,504.323,632.609,594.014,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,138.58,5321.77,350.494,603.607,743.876,456858
telecom_CRC32,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,110.341,5326.67,350.637,748.23,688.619,456858
consumer_jpeg_c,X,X,X,X,X,X,X,92.8345,155.548,17479.3,929.677,70.3837,601677
consumer_jpeg_c,X,X,X,X,X,X,-O2,276.622,299.357,17515.6,1011.65,127.289,560896
consumer_jpeg_c,X,X,X,X,X,-funroll-all-loops,X,263.062,382.996,16430.7,943.695,129.985,659133
consumer_jpeg_c,X,X,X,X,X,-funroll-all-loops,-O2,246.318,198.395,17305.6,866.638,76.9348,638828
consumer_jpeg_c,X,X,X,X,-fno-inline-functions,X,X,252.991,203.735,18179.5,980.021,70.9127,593721
consumer_jpeg_c,X,X,X,X,-fno-inline-functions,X,-O2,264.781,201.009,17075.8,1128.18,70.9025,560896
consumer_jpeg_c,X,X,X,X,-fno-inline-functions,-funroll-all-loops,X,106.059,177.958,16716.8,857.758,63.7512,651177
consumer_jpeg_c,X,X,X,X,-fno-inline-functions,-funroll-all-loops,-O2,197.184,199.524,17201.8,870.321,68.0033,638828
consumer_jpeg_c,X,X,X,-fno-tree-loop-optimize,X,X,X,271.393,262.4,16679.4,906.087,68.5018,572949
consumer_jpeg_c,X,X,X,-fno-tree-loop-optimize,X,X,-O2,170.349,189.484,17312.5,1027.45,65.4093,560848
consumer_jpeg_c,X,X,X,-fno-tree-loop-optimize,X,-funroll-all-loops,X,76.1007,236.45,15578.4,725.25,62.3678,630437
consumer_jpeg_c,X,X,X,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,231.944,167.511,15228.5,966.644,63.1816,622416
consumer_jpeg_c,X,X,X,-fno-tree-loop-optimize,-fno-inline-functions,X,X,118.5,167.399,16816.3,808.889,67.454,565057
consumer_jpeg_c,X,X,X,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,132.294,194.438,16996.2,844.981,110.535,560848
consumer_jpeg_c,X,X,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,97.9207,108.988,15318.8,905.467,62.1643,626625
consumer_jpeg_c,X,X,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,249.003,357.727,15373.8,803.711,65.5924,622416
consumer_jpeg_c,X,X,-fno-ivopts,X,X,X,X,281.871,298.167,18003.7,856.923,71.5434,601501
consumer_jpeg_c,X,X,-fno-ivopts,X,X,X,-O2,268.982,200.134,16935.6,1165.16,69.8954,560832
consumer_jpeg_c,X,X,-fno-ivopts,X,X,-funroll-all-loops,X,249.4,356.11,15739.7,1028.85,66.5995,659021
consumer_jpeg_c,X,X,-fno-ivopts,X,X,-funroll-all-loops,-O2,100.505,135.763,15864.9,815.369,65.8976,638748
consumer_jpeg_c,X,X,-fno-ivopts,X,-fno-inline-functions,X,X,232.615,265.422,17455.9,846.018,72.5911,593577
consumer_jpeg_c,X,X,-fno-ivopts,X,-fno-inline-functions,X,-O2,276.703,154.867,17697.9,985.657,71.1161,560832
consumer_jpeg_c,X,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,256.917,365.611,16293.1,819.204,109.222,651113
consumer_jpeg_c,X,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,101.44,145.62,15460.6,815.704,65.8061,638748
consumer_jpeg_c,X,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,255.005,282.318,16872.9,890.767,99.4161,572949
consumer_jpeg_c,X,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,265.167,379.567,17412.7,814.738,69.163,560848
consumer_jpeg_c,X,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,247.192,355.031,16105.7,872.66,95.5709,630437
consumer_jpeg_c,X,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,246.816,191.925,16845.1,831.868,66.2333,622416
consumer_jpeg_c,X,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,X,137.39,181.407,16823.3,864.38,67.6575,565057
consumer_jpeg_c,X,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,259.939,384.155,17021.3,815.725,68.2882,560848
consumer_jpeg_c,X,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,251.76,358.368,15349.7,880.89,64.5955,626625
consumer_jpeg_c,X,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,111.745,110.545,15478,766.368,39.3575,622416
consumer_jpeg_c,X,-fno-guess-branch-probability,X,X,X,X,X,254.191,399.658,17574.1,844.279,73.9746,597443
consumer_jpeg_c,X,-fno-guess-branch-probability,X,X,X,X,-O2,275.024,255.646,16607.8,985.545,67.9728,560908
consumer_jpeg_c,X,-fno-guess-branch-probability,X,X,X,-funroll-all-loops,X,106.547,171.041,16838.4,871.419,116.425,642419
consumer_jpeg_c,X,-fno-guess-branch-probability,X,X,X,-funroll-all-loops,-O2,256.897,202.362,17069.7,1080.29,68.1661,626488
consumer_jpeg_c,X,-fno-guess-branch-probability,X,X,-fno-inline-functions,X,X,273.783,367.554,16251.4,1014.84,43.2332,593637
consumer_jpeg_c,X,-fno-guess-branch-probability,X,X,-fno-inline-functions,X,-O2,84.2896,180.776,16600.1,992.788,69.4682,560908
consumer_jpeg_c,X,-fno-guess-branch-probability,X,X,-fno-inline-functions,-funroll-all-loops,X,270.04,321.187,17224.4,863.932,102.804,634709
consumer_jpeg_c,X,-fno-guess-branch-probability,X,X,-fno-inline-functions,-funroll-all-loops,-O2,131.134,399.506,17807.7,885.712,71.2992,626488
consumer_jpeg_c,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,X,X,262.533,285.39,16800.9,833.15,70.1396,568747
consumer_jpeg_c,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,X,-O2,262.604,369.354,16094.1,856.13,123.81,560860
consumer_jpeg_c,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,-funroll-all-loops,X,239.156,233.724,15372.2,821.126,64.7481,613803
consumer_jpeg_c,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,238.851,262.675,16057,819.01,99.3652,610060
consumer_jpeg_c,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,X,190.592,371.297,17070.5,1185.54,67.5863,565037
consumer_jpeg_c,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,242.645,169.79,16283.9,824.972,68.5527,560860
consumer_jpeg_c,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,130.717,281.382,15760.8,796.651,94.8283,610125
consumer_jpeg_c,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,85.0728,141.866,15988.3,788.798,82.8857,610060
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,X,X,X,X,268.717,388.031,16486.1,879.659,70.0582,597235
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,X,X,X,-O2,265.259,378.164,16013.3,995.076,70.3023,560844
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,X,256.114,291.158,16499.2,810.72,66.9556,642355
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,-O2,104.156,239.278,16894.2,847.026,67.4032,626424
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,X,267.771,269.114,17425.8,813.314,71.2382,589429
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,-O2,267.955,303.223,16618.3,1036.55,69.5292,560844
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,260.742,373.688,16333.3,1034.96,68.3289,638709
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,144.043,134.593,16772.8,833.74,69.6208,626424
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,136.495,193.563,16713.2,836.975,70.872,568747
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,262.889,363.505,16489.2,884.959,42.8365,560860
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,87.4939,105.367,15333,850.535,52.9277,613803
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,252.777,244.537,16063.4,792.521,60.6486,610060
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,X,262.105,368.754,16037,1025.36,69.163,565037
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,127.187,163.452,16636,790.395,70.0277,560860
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,120.982,183.889,16415.2,823.822,66.2435,610125
consumer_jpeg_c,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,252.279,361.196,16254.5,791.229,96.049,610060
consumer_jpeg_c,-funsafe-math-optimizations,X,X,X,X,X,X,277.14,204.732,17143,917.511,70.1701,601725
consumer_jpeg_c,-funsafe-math-optimizations,X,X,X,X,X,-O2,274.261,397.919,17193.3,944.672,118.093,560896
consumer_jpeg_c,-funsafe-math-optimizations,X,X,X,X,-funroll-all-loops,X,95.2148,136.078,17219.6,881.765,98.3378,659197
consumer_jpeg_c,-funsafe-math-optimizations,X,X,X,X,-funroll-all-loops,-O2,268.829,389.791,17364.4,902.649,90.0269,642968
consumer_jpeg_c,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,X,X,277.852,218.404,18056.4,946.493,70.7296,593769
consumer_jpeg_c,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,X,-O2,279.663,386.566,16958.2,904.612,70.4854,560896
consumer_jpeg_c,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,-funroll-all-loops,X,105.703,202.22,16411.1,858.114,66.8844,651241
consumer_jpeg_c,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,-funroll-all-loops,-O2,271.322,389.74,16943.2,889.353,125.173,642968
consumer_jpeg_c,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,X,X,271.545,394.399,17454.6,860.168,116.638,572949
consumer_jpeg_c,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,X,-O2,102.041,181.488,15860.8,1080.86,85.6018,560848
consumer_jpeg_c,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,-funroll-all-loops,X,212.657,125.854,15362.4,810.404,38.2894,630437
consumer_jpeg_c,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,248.505,356.038,16373.7,828.705,63.2731,622416
consumer_jpeg_c,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,X,X,140.076,175.944,16407.4,893.951,101.583,565057
consumer_jpeg_c,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,257.273,373.688,16924.5,847.127,98.7142,560848
consumer_jpeg_c,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,127.075,224.111,15748.9,959.035,66.4164,626577
consumer_jpeg_c,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,249.929,307.485,15763.1,802.348,64.3107,622416
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,X,X,X,X,106.669,191.803,17439.7,868.235,72.4284,597485
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,X,X,X,-O2,240.55,201.681,16676.2,1056.46,72.5505,560832
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,X,X,-funroll-all-loops,X,83.8013,179.535,15586.3,885,66.9963,659101
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,X,X,-funroll-all-loops,-O2,100.911,187.266,15969.2,841.278,66.3452,642856
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,X,X,277.212,261.943,17506,881.571,69.4478,593657
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,X,-O2,277.557,300.588,17300.9,868.978,70.3328,560832
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,203.308,187.388,15786.8,856.852,65.6637,651113
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,259.379,366.343,16600.5,788.218,67.0166,642856
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,125.732,119.08,16712.9,833.649,69.3156,572949
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,260.946,374.39,17028,894.155,118.988,560848
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,122.915,237.315,15054.5,880.849,63.2121,630437
consumer_jpeg_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,90.5457,216.705,15352.8,774.485,123.444,622416
