APP_NAME,funsafe_math_optimizations,fno_guess_branch_probability,fno_ivopts,fno_tree_loop_optimize,fno_inline_functions,funroll_all_loops,o2,execution_time_1,execution_time_2,execution_time_3,execution_time_4,execution_time_5,code_size
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,X,X,X,-O2,292.409,341.085,899.017,120.229,766.947,513954
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,X,X,-funroll-all-loops,X,457.102,318.542,843.821,122.131,687.134,518194
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,X,X,-funroll-all-loops,-O2,311.066,306.061,976.868,123.301,678.853,514018
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,X,X,477.529,328.339,918.233,120.972,781.809,513938
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,X,-O2,338.379,419.932,965.902,121.46,720.459,513954
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,459.869,320.546,1012.81,120.778,1412.95,518114
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,542.928,648.895,1438.91,121.592,788.605,514018
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,376.302,408.04,807.393,118.001,743.49,513970
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,428.66,441.884,918.467,119.283,1032.38,513954
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,391.785,659.047,1273.26,138.621,1578.05,518194
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,603.333,379.313,865.896,122.447,706.431,514018
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,X,385.427,333.059,883.423,121.663,850.199,513954
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,360.84,353.577,956.411,121.897,778.788,513954
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,550.273,650.441,1648.96,208.486,1009.48,518098
automotive_susan_c,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,394.918,334.31,903.758,121.928,833.344,514018
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,X,X,381.429,320.78,882.782,121.674,721.039,522226
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,X,-O2,407.613,370.015,797.302,121.094,704.173,513938
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,-funroll-all-loops,X,477.854,352.407,929.016,122.335,803.396,526386
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,-funroll-all-loops,-O2,285.095,297.902,1010.89,123.728,758.606,518114
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,X,X,321.767,320.699,984.863,120.229,693.532,518114
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,X,-O2,447.316,402.435,836.7,121.145,752.441,513938
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,-funroll-all-loops,X,551.381,366.333,1149.51,148.682,806.498,522242
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,-funroll-all-loops,-O2,480.682,753.52,1551.91,176.615,796.326,518114
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,X,X,407.267,545.39,1006.11,181.63,929.108,518114
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,X,-O2,591.543,677.439,1328.6,193.034,1124.9,513954
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,-funroll-all-loops,X,479.94,411.174,886.81,131.276,857.574,522306
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,405.762,437.541,936.991,114.594,705.861,518066
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,X,341.512,346.842,861.755,131.327,737.111,518082
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,313.436,575.765,909.231,199.717,973.409,513954
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,383.993,349.803,1141.97,119.314,719.584,522210
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,269.318,327.098,1041.96,159.139,804.108,518066
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,X,X,426.829,500.539,991.17,128.53,708.049,518114
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,X,-O2,272.695,311.513,963.47,102.214,823.598,513954
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,X,394.511,337.646,995.941,127.024,778.717,522290
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,-O2,358.195,517.944,900.736,148.926,927.877,518082
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,X,480.113,454.03,964.203,151.306,860.016,518082
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,-O2,497.65,332.804,1430.64,130.707,1503.75,513954
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,363.251,418.447,909.831,128.276,766.612,522210
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,453.471,440.226,1221.35,194.967,868.53,518082
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,346.649,449.493,1076.89,131.307,775.848,518114
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,408.051,386.729,952.382,129.629,811.941,513954
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,487.345,381.337,1008.17,187.978,710.124,522306
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,407.511,385.152,930.064,129.079,838.257,518066
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,X,412.201,308.441,1015.39,131.073,811.676,518082
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,408.101,386.393,939.148,131.449,710.124,513954
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,485.097,423.258,1070.56,130.981,919.413,522210
automotive_susan_c,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,373.545,475.22,896.739,129.649,957.113,518066
automotive_susan_e,X,X,X,X,X,X,X,940.674,745.015,2236.42,253.092,1102.25,513922
automotive_susan_e,X,X,X,X,X,X,-O2,590.515,547.048,1854.43,188.914,1005.96,513890
automotive_susan_e,X,X,X,X,X,-funroll-all-loops,X,642.924,563.619,1665.86,174.174,936.432,518194
automotive_susan_e,X,X,X,X,X,-funroll-all-loops,-O2,549.561,569.285,1743.97,192.373,1007.22,518034
automotive_susan_e,X,X,X,X,-fno-inline-functions,X,X,565.694,568.451,1768.09,190.206,958.679,513890
automotive_susan_e,X,X,X,X,-fno-inline-functions,X,-O2,478.099,680.725,1772.69,195.109,1119.61,513890
automotive_susan_e,X,X,X,X,-fno-inline-functions,-funroll-all-loops,X,437.459,558.38,1758.47,180.644,1253.04,518098
automotive_susan_e,X,X,X,X,-fno-inline-functions,-funroll-all-loops,-O2,851.227,943.42,2025.05,274.333,1037.93,518034
automotive_susan_e,X,X,X,-fno-tree-loop-optimize,X,X,X,507.528,561.147,1722.84,158.498,1064.62,513922
automotive_susan_e,X,X,X,-fno-tree-loop-optimize,X,X,-O2,604.218,612.803,1693.3,238.678,959.798,513890
automotive_susan_e,X,X,X,-fno-tree-loop-optimize,X,-funroll-all-loops,X,599.874,604.441,1666.2,311.595,956.899,518146
automotive_susan_e,X,X,X,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,400.696,858.948,2125.92,193.186,935.72,513938
automotive_susan_e,X,X,X,-fno-tree-loop-optimize,-fno-inline-functions,X,X,505.697,473.674,1628.07,176.565,1125.46,513890
automotive_susan_e,X,X,X,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,856.75,574.137,1800.96,177.897,1561.65,513890
automotive_susan_e,X,X,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,516.378,787.313,1862.93,184.54,1310.61,518034
automotive_susan_e,X,X,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,510.203,476.878,1707.44,171.641,1163.23,513938
automotive_susan_e,X,X,-fno-ivopts,X,X,X,X,472.31,477.071,1733.18,190.592,910.248,513922
automotive_susan_e,X,X,-fno-ivopts,X,X,X,-O2,412.313,478.902,1740,168.538,1042.36,513890
automotive_susan_e,X,X,-fno-ivopts,X,X,-funroll-all-loops,X,569.427,493.998,1620.24,170.766,1203.54,518130
automotive_susan_e,X,X,-fno-ivopts,X,X,-funroll-all-loops,-O2,641.022,734.06,1693.64,187.398,1085.75,513938
automotive_susan_e,X,X,-fno-ivopts,X,-fno-inline-functions,X,X,491.638,521.851,1642.45,168.945,999.674,513890
automotive_susan_e,X,X,-fno-ivopts,X,-fno-inline-functions,X,-O2,533.885,488.892,1669.89,197.205,1124.57,513890
automotive_susan_e,X,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,519.491,509.237,1657.86,204.051,995.351,518050
automotive_susan_e,X,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,681.875,548.696,1778.39,193.441,1036.82,513938
automotive_susan_e,X,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,531.809,562.408,1656.81,270.579,1025.66,513922
automotive_susan_e,X,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,451.853,797.729,1926.35,190.236,916.311,513890
automotive_susan_e,X,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,606.547,529.836,1761.33,202.85,1062.17,518146
automotive_susan_e,X,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,579.041,584.788,1967.11,218.282,975.555,513938
automotive_susan_e,X,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,X,645.955,677.653,1707.24,190.745,1328.76,513890
automotive_susan_e,X,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,715.24,783.162,1743.14,184.509,962.646,513890
automotive_susan_e,X,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,485.118,545.603,1725.24,190.938,1199.08,518034
automotive_susan_e,X,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,492.086,521.606,2010.19,179.199,1247.91,513938
automotive_susan_e,X,-fno-guess-branch-probability,X,X,X,X,X,736.532,985.647,2669.18,249.054,1583.74,522178
automotive_susan_e,X,-fno-guess-branch-probability,X,X,X,X,-O2,697.428,868.174,2459.6,283.763,1543.06,513922
automotive_susan_e,X,-fno-guess-branch-probability,X,X,X,-funroll-all-loops,X,817.128,924.235,2526.01,232.005,1751.33,526338
automotive_susan_e,X,-fno-guess-branch-probability,X,X,X,-funroll-all-loops,-O2,682.017,767.212,2456.79,311.045,1564.19,518098
automotive_susan_e,X,-fno-guess-branch-probability,X,X,-fno-inline-functions,X,X,845.367,771.362,2667.42,310.842,1786.89,518082
automotive_susan_e,X,-fno-guess-branch-probability,X,X,-fno-inline-functions,X,-O2,681.712,832.662,2428.17,266.652,1943.43,513922
automotive_susan_e,X,-fno-guess-branch-probability,X,X,-fno-inline-functions,-funroll-all-loops,X,676.28,839.03,2784.93,425.852,1528.9,522178
automotive_susan_e,X,-fno-guess-branch-probability,X,X,-fno-inline-functions,-funroll-all-loops,-O2,749.359,782.043,2432.12,253.408,1858.26,518098
automotive_susan_e,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,X,X,663.503,751.495,2464.81,261.119,1589.48,518066
automotive_susan_e,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,X,-O2,746.206,698.547,2219.27,279.897,1494.08,513906
automotive_susan_e,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,-funroll-all-loops,X,850.281,889.018,2635.72,225.138,1600.85,522242
automotive_susan_e,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,845.408,692.403,2173.95,232.056,1328.26,518050
automotive_susan_e,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,X,857.829,999.512,2424.04,263.794,1582.14,518050
automotive_susan_e,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,632.975,642.069,2220.42,238.647,1342.73,513906
automotive_susan_e,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,642.273,806.681,2552.64,234.192,2076.91,522162
automotive_susan_e,X,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,748.057,714.813,2191.02,275.635,1360.07,518050
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,X,X,X,X,781.596,766.51,2526.9,235.138,1629.68,518066
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,X,X,X,-O2,769.318,645.101,2362.21,222.066,1321.81,513922
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,X,832.265,997.131,2492.44,234.558,1783.26,522242
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,-O2,736.43,1139.22,2498.35,229.34,1282.93,518034
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,X,859.487,782.654,2519.98,238.088,1568.33,518098
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,-O2,590.373,700.643,2253.19,357.371,1356.86,513922
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,735.667,729.675,2486.91,260.111,1814.69,522162
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,686.157,683.543,2202.31,225.718,1472.53,518034
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,817.596,740.163,2697.31,255.534,1570.33,518066
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,606.944,791.707,2319.35,234.161,1459.25,513906
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,724.019,746.45,2561.5,233.5,1627.96,522242
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,591.197,735.148,2182,237.823,1492.65,518050
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,X,642.721,1055.18,2472.86,264.038,1808.85,518050
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,813.263,1177.31,2577.99,266.622,1325.99,513906
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,685.008,871.826,2548.77,251.902,1562.98,522162
automotive_susan_e,X,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,763.234,619.548,2238.78,218.384,1486.75,518050
automotive_susan_e,-funsafe-math-optimizations,X,X,X,X,X,X,412.944,676.992,1832.39,244.507,1576.4,513954
automotive_susan_e,-funsafe-math-optimizations,X,X,X,X,X,-O2,463.531,539.022,1847.81,198.018,1329.34,513922
automotive_susan_e,-funsafe-math-optimizations,X,X,X,X,-funroll-all-loops,X,475.494,688.436,1907.64,179.647,1048.65,518178
automotive_susan_e,-funsafe-math-optimizations,X,X,X,X,-funroll-all-loops,-O2,674.459,530.396,1766.65,183.502,1205.12,518114
automotive_susan_e,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,X,X,561.483,556.142,1941.36,181.437,1013.36,513906
automotive_susan_e,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,X,-O2,584.117,656.586,1701.2,197.988,1023.11,513922
automotive_susan_e,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,-funroll-all-loops,X,500.956,623.149,1926.95,195.353,1133.19,518082
automotive_susan_e,-funsafe-math-optimizations,X,X,X,-fno-inline-functions,-funroll-all-loops,-O2,609.243,561.696,1874.36,194.916,1089.1,518114
automotive_susan_e,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,X,X,551.88,493.693,1769.42,267.721,1362.85,513970
automotive_susan_e,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,X,-O2,508.993,537.099,1728.04,250.732,1012.99,513954
automotive_susan_e,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,-funroll-all-loops,X,515.961,676.87,1675.37,144.552,1123.58,518194
automotive_susan_e,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,507.1,483.459,1721.64,179.281,1042.25,514018
automotive_susan_e,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,X,X,522.98,556.803,1724.44,182.77,891.327,513954
automotive_susan_e,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,567.973,601.023,1923.3,182.912,899.882,513954
automotive_susan_e,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,563.283,660.96,1828.29,266.174,1175.01,518098
automotive_susan_e,-funsafe-math-optimizations,X,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,490.458,617.554,1968.38,199.402,1053.11,514018
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,X,X,X,X,635.691,716.878,1629.84,176.025,1021.92,513986
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,X,X,X,-O2,507.833,478.821,1708.58,174.398,1152.97,513954
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,X,X,-funroll-all-loops,X,518.595,577.281,1676.71,161.641,1064.25,518194
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,X,X,-funroll-all-loops,-O2,602.641,474.854,1691.14,171.621,1048.73,514018
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,X,X,651.174,540.588,1688.72,230.642,1132.86,513938
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,X,-O2,464.793,509.145,1653.77,199.117,1114.18,513954
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,515.381,516.317,1649.13,199.921,1090.92,518114
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,425.69,614.96,1710.85,180.511,1051.22,514018
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,492.34,576.558,1726.98,196.574,1023.36,513970
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,689.972,483.215,1759.84,198.435,967.468,513954
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,445.262,532.776,1923.57,177.572,1000.1,518194
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,668.762,736.145,1771.75,188.863,995.005,514018
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,X,475.566,542.185,1674.77,245.738,1290.65,513954
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,478.027,670.217,1716.37,178.202,883.616,513954
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,479.696,630.666,1699.79,205.77,1128.26,518098
automotive_susan_e,-funsafe-math-optimizations,X,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,604.94,577.067,1722.63,265.696,1540,514018
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,X,X,848.989,995.839,2657.81,412.872,1816.2,522226
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,X,-O2,1095.97,1188.3,2384.35,265.045,1569.42,513938
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,-funroll-all-loops,X,883.199,1064.82,2510.63,321.33,1942.03,526386
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,X,-funroll-all-loops,-O2,697.734,722.544,2450.61,258.616,1774.39,518114
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,X,X,752.655,786.194,2974.23,281.392,1597.84,518114
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,X,-O2,669.81,844.238,2470.97,233.388,1472.41,513938
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,-funroll-all-loops,X,846.436,876.383,2487.1,259.766,1721.21,522242
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,X,-fno-inline-functions,-funroll-all-loops,-O2,777.273,785.177,2448.76,336.853,1519.58,518114
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,X,X,811.605,753.835,2510.63,353.882,1811.14,518114
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,X,-O2,981.954,950.785,2269.27,243.418,1276.16,513954
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,-funroll-all-loops,X,828.115,790.415,2571.33,256.124,1614.73,522306
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,737.02,783.183,2213.4,235.392,1449.93,518066
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,X,709.635,773.224,2539.31,270.192,1525.49,518082
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,815.145,640.717,2201.13,257.284,1267.51,513954
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,974.599,853.75,2857.87,250.997,1516.56,522210
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,X,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,-O2,789.795,721.537,2149.55,214.05,1322.44,518066
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,X,X,753.469,1015.83,2464.85,264.76,1518.81,518114
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,X,-O2,643.941,657.99,2366.24,248.708,1290.33,513954
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,X,669.851,768.85,2417.23,305.033,1532.64,522290
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,X,-funroll-all-loops,-O2,663.829,689.677,2129.65,216.095,1274.61,518082
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,X,849.08,767.273,2522.55,263.428,1607.82,518082
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,X,-O2,646.566,726.42,2324.81,224.701,1467.53,513954
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,X,679.677,760.935,2492.87,240.102,1556.33,522210
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,X,-fno-inline-functions,-funroll-all-loops,-O2,656.86,674.703,2272.16,226.186,1217.04,518082
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,X,877.747,818.176,2490.26,292.358,2179.08,518114
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,X,-O2,673.523,679.657,2220.72,207.601,1422.56,513954
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,X,748.962,885.203,2406.24,258.718,1573.67,522306
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,X,-funroll-all-loops,-O2,896.515,723.49,2415.72,225.169,1315.81,518066
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,X,847.056,771.25,2522.64,271.759,1671.13,518082
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,X,-O2,595.367,672.363,2272.66,244.995,1492.75,513954
automotive_susan_e,-funsafe-math-optimizations,-fno-guess-branch-probability,-fno-ivopts,-fno-tree-loop-optimize,-fno-inline-functions,-funroll-all-loops,X,731.537,759.857,2436.95,240.367,1560.37,522210
